Southeast Banking Corp
InterFirst Corp
First Florida Banks Inc
First City Bancorp of Texas
Hartford National Corp
Mellon National Corp
Bank of New England
Affiliated Bankshares of CO
United Virginia Bankshares Inc
First Virginia Banks Inc
Norstar Bancorp
Bancorp Hawaii Inc
Zions Utah Bancorp
Sun Banks Inc
Bank of Virginia Co
Marine Corp
First Commerce
First Commerce
Key Banks Inc
United Jersey Bks
Midlantic Banks Inc
First National State Bancorp
Comerica Inc
Barnett Banks FL Inc
Boatmen's Bancshares
Citizens and Southern GA Corp
CBT Corp
Security Bancorp
First Union Corp
SouthTrust Corp
United Virginia Bankshares Inc
Equimark Corp
BankAmerica Corp
Indiana National Corp
First Wisconsin Corp
First Wisconsin Corp
Citizens Fidelity
NBD Bancorp
Marine Corp
First Union Corp
NCNB Corp
Wachovia Corp
Pacific Western Bancshares
Fourth Financial Corp
Hibernia Corp
First RR & Banking
Sovran Financial
First Valley Corp
NCNB Corp
First Jersey National Corp
Bank of Virginia Co
Toledo Trustcorp Inc
NCNB Corp
Statewide Bancorp
Union National Corp
NCNB Corp
Fifth Third Bancorp
United Jersey Bks
Fleet Finl Group
Boatmen's Bancshares
Key Banks Inc
Citizens Banking Corp
Fleet Finl Group
First Virginia Banks Inc
Security Pacific
Banknorth Group Inc
Fidelcor Inc
AmSouth Bancorp
Huntington Bancshares Inc
Huntington Bancshares Inc
BANC ONE Corp
Citizens and Southern GA Corp
Meridian Bancorp Inc
BT Financial Corp
First Union Corp
Sovran Financial
Rainier Bancorporation
Natl Bancshares Corp of TX
Mellon Bank Corp
BANC ONE Corp
KeyCorp
First Union Corp
Natl Bancshares Corp of TX
Texas American Bancshares Inc
AmeriTrust Corp
First Union Corp
First Union Corp
Indiana National Corp
First of Amer Bk
Bank of Virginia Co
NBD Bancorp
Citizens Fidelity
Chase Manhattan Corp
First Virginia Banks Inc
Dominion Bankshares
Old Kent Finl Corp
First Fidelity Bancorp
BANC ONE Corp
BANC ONE Corp
Conifer/Essex Group Inc
Commercial Bancshares Inc
Norstar Bancorp
First American Corp
Marshall & Ilsley
First Interstate Corp of WI
BANC ONE Corp
BANC ONE Corp
First American Corp
First Interstate Bancorp
KeyCorp
Marine Corp
Bank of New England
Indiana National Corp
Southern Natl
First Union Corp
First of Amer Bk
Rainier Bancorporation
First Kentucky National Corp
Keystone Finl
Puget Sound Bancorp
Puget Sound Bancorp
Chemical New York Corp
Summcorp
BANC ONE Corp
Commerce Union Corp
Rainier Bancorporation
Bank South Corp
First AL Bancshares
Dominion Bankshares
Citizens & Southern Georgia
CoreStates Financial Corp
Citizens & Southern Georgia
Meridian Bancorp Inc
Old Natl Bancorp
First Interstate Corp of WI
Equimark Corp
Shawmut Corp
First Union Corp
Riggs Natl Corp
Hartford National Corp
Deposit Guaranty
Hartford National Corp
Huntington Bancshares Inc
Independence Bancorp
Citizens & Southern Georgia
PNC Financial
CB&T Bancshares
CB&T Bancshares
Shawmut Corp
Fleet Finl Group
First of Amer Bk
First Colonial Bankshares
Fidelcor Inc
Maryland National Corp
Bank of New England
Southeast Banking Corp
AmSouth Bancorp
Lincoln Financial Corp
Security Bancorp
Continental Illinois Corp
Continental Illinois Corp
Continental Illinois Corp
Pacific Western Bancshares
Bancorp of Mississippi
SunTrust Banks Inc
AmeriTrust Corp
NBD Bancorp
Bank of New York Co Inc
Marine Midland Banks Inc
CB&T Bancshares
Trustcorp Inc
Southeast Banking Corp
United Carolina Bancshares
First Union Corp
NBD Bancorp
Valley National Corp
Security Pacific
Security Pacific
Hartford National Corp
NCNB Corp
Commonwealth Bancshares Corp
First National Corp
Security Pacific
First of Amer Bk
Chemical New York Corp
US Bancorp
KeyCorp
First Chicago Corp
Commonwealth Bancshares Corp
Mercantile Bankshares Corp
First Chicago Corp
Trustcorp Inc
Trustcorp Inc
Trustcorp Inc
Union National Corp
First Virginia Banks Inc
First of Amer Bk
Valley Bancorp
Bank of New Hampshire Corp
Security Pacific
First Bank Sys
PNC Financial
Security Pacific
BANC ONE Corp
Merchants National Corp
Norstar Bancorp
Fleet Finl Group
Merchants Bancshares Inc
KeyCorp
Key Centurion Bancshares
Midlantic Corp
Dominion Bankshares
Sovran Financial
Old Kent Finl Corp
Manufacturers National Corp
PNC Financial
Trustcorp Inc
First Interstate Bancorp
US Bancorp
Meridian Bancorp Inc
Riggs Natl Corp
NBD Bancorp
Marshall & Ilsley
KeyCorp
First Union Corp
United Jersey Bks
Dominion Bankshares
Southeast Banking Corp
Fifth Third Bancorp
BANC ONE Corp
PNC Financial
First Fidelity Bancorp
Trustcorp Inc
Sunwest Finl Svcs
AmeriTrust Corp
First Tennessee National Corp
BANC ONE Corp
BANC ONE Corp
Magna Group Inc
Magna Group Inc
United Bankshares Inc
Huntington Bancshares Inc
Dominion Bankshares
First Commerce
First Eastern Corp
Bank of New York Co Inc
Liberty Natl Bancorp
AmSouth Bancorp
First Union Corp
Fulton Financial Corp
Summit Bancorporation
Key Centurion Bancshares
Dominion Bankshares
Pennbancorp
Barnett Banks
Liberty Natl Bancorp
Marshall & Ilsley
Marine Corp
First Chicago Corp
First American Corp
PNC Financial
Key Centurion Bancshares
Fifth Third Bancorp
Fifth Third Bancorp
North Fork Bancorp
Trustcorp Inc
Boulevard Bancorp Inc
Magna Group Inc
KeyCorp
National City Corp
NESB Corp
Landmark Bancshares Corp
California First Bank
First United Bancshares Inc
Security Pacific
Comerica Inc
Security Pacific
First Eastern Corp
Old Kent Finl Corp
NBD Bancorp
BANC ONE Corp
First Bank Sys
First Virginia Banks Inc
Bank South Corp
First Interstate Bancorp
United Bankshares Inc
United Bankshares Inc
United Bankshares Inc
First of Amer Bk
KeyCorp
Mercantile Bankshares Corp
Summit Bancorporation
Union Planters Corp
Comerica Inc
First Commercial Corp
Fleet/Norstar Financial Grp
First Wisconsin Corp
Napa Valley Bancorp
Sovran Financial
Barnett Banks
First Bancorp of Ohio
Midwest Financial Group Inc
PNC Financial
Fifth Third Bancorp
Susquehanna Bancshares Inc
Northern Trust Corp
F&M Financial Services Corp
Eldorado Bancorp
Fort Wayne Natl Corp
BT Financial Corp
Security Pacific
First Michigan Bank Corp
Mid Am Inc
Chemical Financial Corp
United Bankshares Inc
Security Pacific
Quincy Savings Bank
Marshall & Ilsley
US Bancorp
Moore Financial Group Inc
First of Amer Bk
Fifth Third Bancorp
BANC ONE Corp
Peoples Heritage Finl Group
Banknorth Group Inc
Midlantic Corp
First National Bancorp
First Union Corp
Union Planters Corp
NCNB Corp
Magna Group Inc
First Commercial Corp
Merchants National Corp
Michigan National Corp
BankAmerica Corp
INB Financial Corp
Fourth Financial Corp
First Chicago Corp
Union Planters Corp
Magna Group Inc
Pinnacle Banc Grp
Deposit Guaranty
First Bank Sys
Southern Natl
Commerce Bancshares Inc
Union Planters Corp
Fifth Third Bancorp
Union Planters Corp
Fourth Financial Corp
Society Corp
Union Planters Corp
MASSBank Corp
Western Bank
MNC Financial Inc
Fifth Third Bancorp
Jefferson Bankshares Inc
Mid Am Inc
Barnett Banks
Mission Valley Bancorp
Huntington Bancshares Inc
Fifth Third Bancorp
BankAmerica Corp
First Eastern Corp
Integra Financial Corp
Arrow Bank Corp
BNH Bancshares
Firstar Corp
Alameda Bancorporation Inc
Mercantile Bankshares Corp
Valley National Bancorp
Lincoln Financial Corp
One Valley Bancorp of WV
Meridian Bancorp Inc
BMR Financial Group
Synovus Financial Corp
INB Financial Corp
First Fidelity Bancorp
FirsTier Financial Inc
Crestar Finl Corp
Huntington Bancshares Inc
CoreStates Financial Corp
First Community Bancshares
Norwest Corp
Comerica Inc
Sovran Financial
Fulton Financial Corp
NCNB Corp
Marshall & Ilsley
First Virginia Banks Inc
AMCORE Financial Inc
Puget Sound Bancorp
Security Pacific
Fulton Financial Corp
First Illinois Corp
Commonwealth Bancshares Corp
City National Corp
United Bankshares Inc
BANC ONE Corp
Old Natl Bancorp
INB Financial Corp
PNC Financial
Planters Corp
First Hawaiian Inc
Andover Bancorp Inc
Key Centurion Bancshares
United New Mexico Financial
Eldorado Bancorp
First Midwest Bancorp Inc
Old Natl Bancorp
Signet Bkg Corp
Norwest Corp
Security Pacific
North Fork Bancorp
Comerica Inc
F&M National
Valley Bancorp
Key Centurion Bancshares
Key Centurion Bancshares
Mercantile Bankshares Corp
Michigan National Corp
Norwest Corp
Merchants National Corp
Firstar Corp
Worthen Banking
INB Financial Corp
First Michigan Bank Corp
Southern Natl
Magna Group Inc
Marshall & Ilsley
Bank South Corp
First Merchants Corp
United Missouri Bancshares
Prime Bancshares
Marshall & Ilsley
Fifth Third Bancorp
CNB Bancshares Inc
Landmark Bancorp
BANC ONE Corp
BANC ONE Corp
Central Bancshares of South
Central Bancshares of South
River Forest Bancorp
BANC ONE Corp
Liberty National Bancorp
Boatmen's Bancshares
Central Bancshares of South
Westamerica Bancorp
Central Bancshares of South
Worthen Banking
NBD Bancorp
BANC ONE Corp
Fifth Third Bancorp
First of Amer Bk
WesBanco Inc
Fourth Financial Corp
Heritage Financial Services
Society Corp
Natl City Corp
California State Bank
BANC ONE Corp
First Union Corp
Wachovia Corp
NCNB Corp
NBD Bancorp
Chemical Banking Corp
Norwest Corp
Worthen Banking
First Security Corp
First Security Corp
First Security Corp
Old Kent Finl Corp
BankAmerica Corp
CB&T Financial
MidAmerican Corp
BankAmerica Corp
Mercantile Bancorp
Associated Banc-Corp
CVB Financial Corp
Puget Sound Bancorp
American Bancorporation Inc
Boatmen's Bancshares
Westamerica Bancorp
First of Amer Bk
PNC Financial
Bank of Boston Corp
SunTrust Banks Inc
United Bankshares Inc
Boatmen's Bancshares
Community First Bankshares
United Bankshares Inc
Volunteer Bancshares Inc
KeyCorp
Comerica Inc
State Finl Svcs Corp
Associated Banc-Corp
Natl City Corp
CNB Bancshares Inc
Firstar Corp
Mercantile Bancorp
City Holding Co
Keystone Finl
WesBanco Inc
First of Amer Bk
Security Capital Bancorp
BANC ONE Corp
Heritage Financial Services
Commerce Bancshares Inc
PNC Financial
Union Planters Corp
Key Centurion Bancshares
AMCORE Financial Inc
Meridian Bancorp Inc
Jefferson Bankshares Inc
Glacier Bancorp Inc
BANC ONE Corp
NBD Bancorp
BANC ONE Corp
Central Bancshares of South
First Bank Sys
PNC Financial
SouthTrust Corp
Dauphin Deposit Corp
FirsTier Financial Inc
Puget Sound Bancorp
Old Natl Bancorp
BANC ONE Corp
CoreStates Financial Corp
Metropolitan Financial Corp
BANC ONE Corp
Worthen Banking
ONBANCorp Inc
Western Bank
Central Bancshares of South
Valley Natl Bk
Union Bank
KeyCorp
Boatmen's Bancshares
NBD Bancorp
BANC ONE Corp
Meridian Bancorp Inc
Industrial Bk of Washington
Capital Bancorp
Bancorp of Mississippi
Synovus Financial Corp
BANC ONE Corp
BancTEXAS Group Inc
Susquehanna Bancshares Inc
Jefferson Bankshares Inc
Westamerica Bancorp
Central Bancshares of South
Central Bancshares of South
BB&T Financial Corp
SunTrust Banks Inc
First Union Corp
Barnett Banks
Fourth Financial Corp
Liberty Natl Bancorp
Mellon Bank Corp
BANC ONE Corp
Victoria Bankshares Inc
Union Planters Corp
Boatmen's Bancshares
Mercantile Bancorp
Mercantile Bancorp
Southern Natl
Capitol Bancorp Ltd
Meridian Bancorp Inc
Comerica Inc
NationsBank Corp
Fulton Financial Corp
BANC ONE Corp
Integra Financial Corp
SouthTrust Corp
Fourth Financial Corp
NBT Bancorp Inc
Firstar Corp
CNB Bancshares Inc
Fourth Financial Corp
Norwest Corp
First Commercial Corp
Hawkeye Bancorp
Mountaineer Bankshares of WV
Old Natl Bancorp
Union Planters Corp
Bank of Boston Corp
Trans Finl
Mercantile Bancorp
City Holding Co
First Union Corp
First Union Corp
BankAmerica Corp
GAB Bancorp
Comerica Inc
SunTrust Banks Inc
Commonwealth Bancshares Corp
Central Bancshares of South
First Commonwealth Finl Corp
Columbia Banking System Inc
Natl City Bancshares Inc
Huntington Bancshares Inc
SunTrust Banks Inc
Norwest Corp
Metropolitan Financial Corp
United Bankshares Inc
First Colonial Bankshares
Fulton Financial Corp
Comerica Inc
First Bank Sys
Valley National Bancorp
Huntington Bancshares Inc
Firstar Corp
Chittenden Corp
First Abilene Bankshares Inc
Central Bancshares of South
Aspen Bancshares Inc
First Fidelity Bancorp
PNC Financial
First Union Corp
Hudson United Bancorp
BOK Financial Corp
BOK Financial Corp
BANC ONE Corp
First Fidelity Bancorp
California Bancshares Inc
First AL Bancshares
First National Bancorp
BB&T Financial Corp
Iowa National Bankshares Corp
Fourth Financial Corp
AmSouth Bancorp
AmSouth Bancorp
First Security Corp
F&M National
First Commercial Corp
Columbia Banking System Inc
Bank of New York Co Inc
Suburban Bancorp
Commerce Bancshares Inc
Meridian Bancorp Inc
Mobile National Corp
Fourth Financial Corp
AmSouth Bancorp
PNC Bank Corp
First Union Corp
First Virginia Banks Inc
SouthTrust Corp
Mercantile Bancorp
First United Corp
AmSouth Bancorp
F&M National
Fifth Third Bancorp
Kilgore First National BK
Wilmington Trust Corp
Citizens Banking Corp
Shawmut National Corp
Trans Finl
First AL Bancshares
AmSouth Bancorp
Meridian Bancorp Inc
First National Bancorp
Natl City Corp
Bremer Financial(Bremer Otto)
Independent Bank Corp
Boatmen's Bancshares
Trans-World Bank
Western Bank
Bank South Corp
Peninsula Bank of San Diego
BANC ONE Corp
Huntington Bancshares Inc
Worthen Banking
Commonwealth Bancshares Corp
SouthTrust Corp
Central Mortgage Bancshares
First Security Corp
Central Bancshares of South
Chemical Financial Corp
First Security Corp
BANC ONE Corp
Merchants Bancshares Inc
National Commerce Bancorp
1st United Bancorp
First Interstate Bancorp
BANC ONE Corp
First City Bancorp Inc
